loan_id,user_id,loan_amount,interest_rate,loan_status
L10975,U5520,1601,0.12,paid
L10976,U5520,6350,0.12,paid
L10977,U5521,7381,0.12,paid
L10978,U5521,1570,0.15,paid
L10979,U5522,4349,0.12,paid
L10980,U5523,3222,0.1,default
L10981,U5523,1402,0.1,paid
L10982,U5523,8385,0.1,default
L10983,U5524,2520,0.1,paid
L10984,U5524,5647,0.12,paid
L10985,U5524,6547,0.1,default
L10986,U5525,2077,0.12,default
L10987,U5525,5292,0.12,default
L10988,U5525,9035,0.1,default
L10989,U5526,2364,0.12,paid
L10990,U5526,8979,0.1,paid
L10991,U5527,6387,0.15,paid
L10992,U5527,9180,0.15,paid
L10993,U5528,2429,0.12,paid
L10994,U5528,7779,0.12,paid
L10995,U5529,3464,0.15,paid
L10996,U5529,2607,0.1,paid
L10997,U5530,1106,0.1,paid
L10998,U5531,3803,0.15,default
L10999,U5531,9368,0.1,default
L11000,U5532,4017,0.15,paid
L11001,U5532,9081,0.12,paid
L11002,U5533,1941,0.12,default
L11003,U5534,6448,0.12,paid
L11004,U5535,2020,0.12,default
L11005,U5535,3380,0.1,paid
L11006,U5535,9507,0.15,paid
L11007,U5536,1026,0.15,default
L11008,U5536,4142,0.15,paid
L11009,U5536,3921,0.1,default
L11010,U5537,3371,0.15,default
L11011,U5537,6173,0.12,paid
L11012,U5537,6414,0.1,paid
L11013,U5538,1056,0.15,paid
L11014,U5539,7669,0.1,paid
L11015,U5540,3623,0.15,paid
L11016,U5540,8488,0.15,paid
L11017,U5541,3330,0.1,default
L11018,U5541,6853,0.12,default
L11019,U5541,2053,0.15,paid
L11020,U5542,5459,0.1,paid
L11021,U5542,6629,0.12,paid
L11022,U5543,2347,0.12,default
L11023,U5544,4380,0.15,paid
L11024,U5544,3563,0.1,paid
L11025,U5545,1192,0.12,default
L11026,U5545,6763,0.15,paid
L11027,U5546,2587,0.12,paid
L11028,U5546,8971,0.1,paid
L11029,U5546,8862,0.1,default
L11030,U5547,1466,0.15,paid
L11031,U5548,2614,0.15,default
L11032,U5548,1502,0.12,paid
L11033,U5549,3312,0.12,default
L11034,U5549,6428,0.1,paid
L11035,U5550,4071,0.12,paid
L11036,U5551,7850,0.15,paid
L11037,U5552,3418,0.12,paid
L11038,U5552,7457,0.15,paid
L11039,U5552,7240,0.15,paid
L11040,U5553,3521,0.12,paid
L11041,U5553,5335,0.15,default
L11042,U5553,3417,0.1,paid
L11043,U5554,5226,0.12,paid
L11044,U5555,1945,0.1,default
L11045,U5555,1870,0.12,paid
L11046,U5555,5871,0.12,paid
L11047,U5556,8416,0.12,default
L11048,U5556,5388,0.15,paid
L11049,U5556,1870,0.1,paid
L11050,U5557,4451,0.12,paid
L11051,U5558,9812,0.1,paid
L11052,U5558,3925,0.12,paid
L11053,U5559,7236,0.15,default
L11054,U5560,4073,0.1,paid
L11055,U5560,7324,0.15,paid
L11056,U5560,2732,0.1,paid
L11057,U5561,1571,0.1,paid
L11058,U5561,1047,0.15,paid
L11059,U5561,7917,0.12,paid
L11060,U5562,1058,0.1,paid
L11061,U5562,2095,0.1,paid
L11062,U5562,6048,0.1,paid
L11063,U5563,6701,0.15,default
L11064,U5564,5453,0.12,default
L11065,U5564,1836,0.1,paid
L11066,U5564,6155,0.12,default
L11067,U5565,3300,0.15,default
L11068,U5565,5633,0.15,paid
L11069,U5565,1186,0.15,paid
L11070,U5566,6973,0.12,paid
L11071,U5567,5911,0.1,paid
L11072,U5567,3260,0.1,paid
L11073,U5568,9511,0.12,paid
L11074,U5568,9886,0.15,default
L11075,U5569,3101,0.1,paid
L11076,U5569,4744,0.15,paid
L11077,U5570,1413,0.15,paid
L11078,U5570,8143,0.12,paid
L11079,U5571,4019,0.1,default
L11080,U5571,3932,0.15,paid
L11081,U5571,2500,0.1,paid
L11082,U5572,7260,0.1,paid
L11083,U5572,2421,0.12,paid
L11084,U5573,2212,0.12,default
L11085,U5574,8169,0.1,paid
L11086,U5575,9838,0.12,paid
L11087,U5575,7622,0.12,paid
L11088,U5576,6960,0.1,default
L11089,U5577,7747,0.1,paid
L11090,U5577,5002,0.1,paid
L11091,U5578,3718,0.15,paid
L11092,U5578,1845,0.1,paid
L11093,U5578,2745,0.12,paid
L11094,U5579,8502,0.12,default
L11095,U5579,8773,0.12,default
L11096,U5580,4766,0.1,default
L11097,U5580,3674,0.12,default
L11098,U5581,4154,0.1,default
L11099,U5581,3271,0.1,paid
L11100,U5581,2489,0.1,default
L11101,U5582,8733,0.15,paid
L11102,U5583,7984,0.12,paid
L11103,U5583,6570,0.15,paid
L11104,U5584,9355,0.15,paid
L11105,U5585,3780,0.12,paid
L11106,U5585,5938,0.12,paid
L11107,U5585,2025,0.12,paid
L11108,U5586,5768,0.15,paid
L11109,U5587,8791,0.12,paid
L11110,U5587,9215,0.15,default
L11111,U5588,8590,0.1,paid
L11112,U5588,3169,0.15,paid
L11113,U5589,5213,0.12,paid
L11114,U5589,5226,0.1,paid
L11115,U5590,7587,0.1,paid
L11116,U5590,6243,0.15,paid
L11117,U5590,7134,0.15,paid
L11118,U5591,8434,0.12,paid
L11119,U5591,4385,0.15,paid
L11120,U5592,2753,0.1,paid
L11121,U5592,2924,0.12,paid
L11122,U5593,1417,0.15,paid
L11123,U5593,1984,0.1,paid
L11124,U5594,6402,0.12,paid
L11125,U5595,3296,0.1,paid
L11126,U5595,9028,0.15,default
L11127,U5595,7512,0.1,paid
L11128,U5596,5289,0.1,paid
L11129,U5596,9682,0.12,default
L11130,U5596,1933,0.1,paid
L11131,U5597,6279,0.15,paid
L11132,U5598,2159,0.12,paid
L11133,U5599,4313,0.15,default
L11134,U5599,6620,0.15,paid
L11135,U5599,1010,0.1,paid
L11136,U5600,3412,0.12,paid
L11137,U5600,7440,0.1,default
L11138,U5601,8685,0.12,paid
L11139,U5601,7536,0.15,paid
L11140,U5601,5759,0.15,paid
L11141,U5602,7337,0.1,paid
L11142,U5602,9854,0.1,paid
L11143,U5602,4070,0.15,default
L11144,U5603,7232,0.1,default
L11145,U5603,5145,0.15,paid
L11146,U5603,7657,0.12,paid
L11147,U5604,8595,0.12,default
L11148,U5604,1457,0.1,default
L11149,U5605,7918,0.1,paid
L11150,U5605,9595,0.12,paid
L11151,U5605,1571,0.12,paid
L11152,U5606,4846,0.1,paid
L11153,U5606,9297,0.12,paid
L11154,U5607,7414,0.12,paid
L11155,U5607,2750,0.12,paid
L11156,U5608,7900,0.15,paid
L11157,U5608,1760,0.1,paid
L11158,U5608,9104,0.15,paid
L11159,U5609,2148,0.1,paid
L11160,U5609,5972,0.12,paid
L11161,U5609,7546,0.15,paid
L11162,U5610,3461,0.15,paid
L11163,U5610,5871,0.1,paid
L11164,U5610,5995,0.12,paid
L11165,U5611,3588,0.15,paid
L11166,U5612,4160,0.15,default
L11167,U5612,1318,0.1,paid
L11168,U5613,7836,0.12,paid
L11169,U5613,9009,0.12,paid
L11170,U5614,9942,0.12,paid
L11171,U5614,6461,0.12,paid
L11172,U5614,2496,0.1,paid
L11173,U5615,6612,0.15,paid
L11174,U5615,7444,0.1,paid
L11175,U5615,1706,0.1,paid
L11176,U5616,2553,0.1,paid
L11177,U5617,1706,0.15,paid
L11178,U5617,6313,0.12,default
L11179,U5617,6385,0.1,paid
L11180,U5618,2352,0.15,paid
L11181,U5618,3830,0.15,paid
L11182,U5618,3520,0.1,paid
L11183,U5619,4110,0.15,default
L11184,U5619,4973,0.1,default
L11185,U5619,1274,0.1,default
L11186,U5620,9597,0.1,paid
L11187,U5620,2932,0.12,paid
L11188,U5620,6352,0.15,paid
L11189,U5621,2116,0.1,paid
L11190,U5621,6831,0.15,default
L11191,U5622,9603,0.1,paid
L11192,U5622,8508,0.12,paid
L11193,U5623,9984,0.1,paid
L11194,U5623,6680,0.15,paid
L11195,U5623,7341,0.1,paid
L11196,U5624,3623,0.1,paid
L11197,U5624,4322,0.1,paid
L11198,U5624,5793,0.1,paid
L11199,U5625,9199,0.1,paid
L11200,U5626,8390,0.15,default
L11201,U5626,6962,0.1,paid
L11202,U5626,2727,0.12,paid
L11203,U5627,1732,0.1,default
L11204,U5627,3823,0.15,default
L11205,U5628,5324,0.12,paid
L11206,U5628,1891,0.12,paid
L11207,U5629,4764,0.12,paid
L11208,U5629,8075,0.15,paid
L11209,U5630,6275,0.15,paid
L11210,U5630,5832,0.15,paid
L11211,U5631,3021,0.15,paid
L11212,U5632,1776,0.15,paid
L11213,U5633,2764,0.12,default
L11214,U5633,9530,0.12,paid
L11215,U5634,3587,0.1,paid
L11216,U5635,7489,0.12,default
L11217,U5635,7680,0.1,default
L11218,U5636,6155,0.12,paid
L11219,U5637,2210,0.15,paid
L11220,U5638,9918,0.1,default
L11221,U5638,4745,0.15,default
L11222,U5639,6918,0.1,default
L11223,U5639,3869,0.15,paid
L11224,U5640,6374,0.12,paid
L11225,U5640,7855,0.12,paid
L11226,U5640,4611,0.1,paid
L11227,U5641,8638,0.1,default
L11228,U5641,1833,0.15,paid
L11229,U5641,9454,0.1,paid
L11230,U5642,8263,0.1,default
L11231,U5642,1976,0.12,default
L11232,U5643,6566,0.15,paid
L11233,U5644,6600,0.1,paid
L11234,U5644,2199,0.1,paid
L11235,U5644,5534,0.15,paid
L11236,U5645,4164,0.1,paid
L11237,U5646,6662,0.12,paid
L11238,U5647,3876,0.1,paid
L11239,U5647,5522,0.15,default
L11240,U5648,7649,0.1,paid
L11241,U5649,1880,0.12,paid
L11242,U5650,8827,0.15,default
L11243,U5651,1758,0.1,paid
L11244,U5651,9037,0.1,paid
L11245,U5652,5247,0.15,paid
L11246,U5653,4834,0.15,paid
L11247,U5653,9802,0.15,paid
L11248,U5654,3042,0.1,paid
L11249,U5654,7574,0.1,paid
L11250,U5654,5836,0.12,paid
L11251,U5655,9579,0.12,paid
L11252,U5655,5634,0.12,paid
L11253,U5655,9470,0.15,paid
L11254,U5656,2386,0.1,paid
L11255,U5657,3391,0.12,paid
L11256,U5657,9558,0.1,paid
L11257,U5658,1931,0.1,paid
L11258,U5658,4934,0.12,paid
L11259,U5659,8825,0.12,default
L11260,U5659,4175,0.1,paid
L11261,U5659,9014,0.12,paid
L11262,U5660,9946,0.12,default
L11263,U5660,7591,0.1,paid
L11264,U5661,6438,0.12,paid
L11265,U5661,1122,0.15,paid
L11266,U5662,7154,0.12,paid
L11267,U5662,7815,0.1,paid
L11268,U5662,2127,0.15,paid
L11269,U5663,4341,0.1,paid
L11270,U5664,3829,0.15,paid
L11271,U5665,9124,0.1,paid
L11272,U5665,4485,0.12,paid
L11273,U5666,8674,0.15,paid
L11274,U5666,8209,0.1,paid
L11275,U5666,6098,0.15,default
L11276,U5667,8381,0.15,default
L11277,U5667,7194,0.1,default
L11278,U5667,7853,0.15,paid
L11279,U5668,9201,0.12,paid
L11280,U5669,1552,0.1,paid
L11281,U5670,7520,0.15,paid
L11282,U5671,7392,0.12,paid
L11283,U5671,7247,0.12,paid
L11284,U5671,9623,0.1,paid
L11285,U5672,8046,0.1,paid
L11286,U5673,2119,0.15,paid
L11287,U5673,7943,0.1,default
L11288,U5674,2935,0.15,paid
L11289,U5674,7584,0.12,paid
L11290,U5675,6177,0.12,paid
L11291,U5675,7952,0.15,paid
L11292,U5676,6324,0.12,paid
L11293,U5676,2673,0.12,paid
L11294,U5677,9440,0.1,paid
L11295,U5677,1639,0.15,paid
L11296,U5677,9908,0.15,paid
L11297,U5678,6802,0.15,paid
L11298,U5678,5059,0.12,paid
L11299,U5679,1729,0.1,paid
L11300,U5679,9865,0.15,default
L11301,U5680,9206,0.1,paid
L11302,U5680,3536,0.15,paid
L11303,U5680,5069,0.1,default
L11304,U5681,5288,0.12,paid
L11305,U5681,8618,0.12,paid
L11306,U5682,2323,0.1,paid
L11307,U5682,4906,0.1,paid
L11308,U5683,7445,0.1,paid
L11309,U5683,9578,0.1,paid
L11310,U5684,3966,0.1,paid
L11311,U5685,5569,0.12,paid
L11312,U5685,5296,0.1,paid
L11313,U5685,8803,0.12,paid
L11314,U5686,5175,0.15,paid
L11315,U5686,8002,0.1,paid
L11316,U5687,9316,0.15,paid
L11317,U5687,2409,0.12,paid
L11318,U5688,7594,0.15,paid
L11319,U5688,4591,0.1,paid
L11320,U5688,4613,0.1,paid
L11321,U5689,2199,0.12,paid
L11322,U5689,1043,0.1,paid
L11323,U5690,2672,0.15,paid
L11324,U5690,6665,0.12,paid
L11325,U5691,4510,0.1,paid
L11326,U5691,8195,0.1,paid
L11327,U5692,8207,0.1,paid
L11328,U5692,1467,0.1,paid
L11329,U5692,5846,0.1,default
L11330,U5693,1372,0.12,paid
L11331,U5693,3943,0.12,paid
L11332,U5694,5265,0.12,paid
L11333,U5695,6502,0.1,default
L11334,U5696,1838,0.12,paid
L11335,U5697,1815,0.15,paid
L11336,U5697,4127,0.15,default
L11337,U5697,8401,0.12,default
L11338,U5698,2782,0.1,paid
L11339,U5698,6659,0.1,paid
L11340,U5698,3467,0.15,paid
L11341,U5699,9740,0.12,default
L11342,U5699,3282,0.12,paid
L11343,U5700,1329,0.15,paid
L11344,U5701,5258,0.15,paid
L11345,U5701,2907,0.15,paid
L11346,U5701,4346,0.1,paid
L11347,U5702,7081,0.12,paid
L11348,U5702,8313,0.15,paid
L11349,U5703,4084,0.1,paid
L11350,U5703,9882,0.1,paid
L11351,U5703,1209,0.1,default
L11352,U5704,5622,0.12,paid
L11353,U5704,8946,0.1,paid
L11354,U5705,2746,0.15,paid
L11355,U5705,8579,0.15,paid
L11356,U5706,1329,0.15,paid
L11357,U5707,2809,0.1,paid
L11358,U5707,4266,0.15,paid
L11359,U5708,4270,0.15,paid
L11360,U5708,4393,0.12,paid
L11361,U5708,6889,0.1,paid
L11362,U5709,1304,0.15,paid
L11363,U5709,9902,0.12,paid
L11364,U5710,9248,0.15,paid
L11365,U5710,4662,0.12,paid
L11366,U5710,9456,0.1,paid
L11367,U5711,3511,0.12,paid
L11368,U5712,6094,0.1,paid
L11369,U5713,4270,0.15,paid
L11370,U5714,1439,0.15,paid
L11371,U5714,1725,0.15,paid
L11372,U5714,7399,0.12,paid
L11373,U5715,9154,0.12,default
L11374,U5716,3627,0.12,paid
L11375,U5716,6086,0.1,default
L11376,U5716,3926,0.1,paid
L11377,U5717,7942,0.15,paid
L11378,U5718,3558,0.15,paid
L11379,U5719,7736,0.15,default
L11380,U5720,4463,0.1,paid
L11381,U5720,8719,0.15,paid
L11382,U5721,2240,0.1,paid
L11383,U5721,4078,0.15,default
L11384,U5722,7778,0.12,paid
L11385,U5723,2920,0.15,paid
L11386,U5723,2575,0.15,paid
L11387,U5724,5423,0.1,paid
L11388,U5724,6360,0.1,paid
L11389,U5725,7726,0.12,paid
L11390,U5725,7597,0.1,paid
L11391,U5725,7508,0.15,paid
L11392,U5726,4372,0.12,paid
L11393,U5726,7069,0.1,paid
L11394,U5727,2136,0.15,paid
L11395,U5727,5765,0.12,paid
L11396,U5727,5138,0.12,paid
L11397,U5728,9671,0.1,default
L11398,U5728,4464,0.12,paid
L11399,U5728,1187,0.15,paid
L11400,U5729,3885,0.15,paid
L11401,U5730,8831,0.15,paid
L11402,U5730,1306,0.15,default
L11403,U5731,3257,0.12,paid
L11404,U5731,4873,0.12,paid
L11405,U5732,4700,0.12,paid
L11406,U5733,9771,0.15,paid
L11407,U5733,5972,0.12,paid
L11408,U5734,8711,0.1,paid
L11409,U5734,6959,0.12,default
L11410,U5734,1640,0.1,paid
L11411,U5735,4628,0.12,paid
L11412,U5735,6462,0.15,paid
L11413,U5735,7968,0.1,paid
L11414,U5736,3589,0.12,default
L11415,U5736,5269,0.15,default
L11416,U5737,5631,0.12,paid
L11417,U5738,2164,0.15,paid
L11418,U5739,2175,0.15,default
L11419,U5739,1459,0.15,paid
L11420,U5740,6603,0.12,default
L11421,U5740,1638,0.1,default
L11422,U5740,2883,0.15,default
L11423,U5741,4469,0.1,paid
L11424,U5741,7986,0.12,paid
L11425,U5741,9179,0.1,default
L11426,U5742,9898,0.12,paid
L11427,U5742,2802,0.12,paid
L11428,U5742,6167,0.12,paid
L11429,U5743,5969,0.15,paid
L11430,U5743,3481,0.15,paid
L11431,U5743,6116,0.12,paid
L11432,U5744,5420,0.1,paid
L11433,U5744,4310,0.15,paid
L11434,U5745,7740,0.12,paid
L11435,U5745,8955,0.12,default
L11436,U5746,7701,0.12,paid
L11437,U5747,2421,0.15,paid
L11438,U5747,5497,0.1,paid
L11439,U5748,9010,0.1,paid
L11440,U5749,2475,0.15,paid
L11441,U5749,9897,0.1,paid
L11442,U5750,8067,0.12,paid
L11443,U5750,9873,0.12,paid
L11444,U5751,6880,0.12,paid
L11445,U5751,1995,0.15,paid
L11446,U5752,2838,0.1,paid
L11447,U5752,5731,0.1,default
L11448,U5752,5214,0.15,default
L11449,U5753,8532,0.15,paid
L11450,U5754,6709,0.12,default
L11451,U5754,2996,0.12,paid
L11452,U5754,2559,0.15,default
L11453,U5755,3561,0.12,default
L11454,U5756,8080,0.12,paid
L11455,U5756,7650,0.15,paid
L11456,U5756,2529,0.1,paid
L11457,U5757,5111,0.15,paid
L11458,U5757,6396,0.1,paid
L11459,U5757,6296,0.15,paid
L11460,U5758,9937,0.15,paid
L11461,U5758,3086,0.15,paid
L11462,U5758,6334,0.15,paid
L11463,U5759,6516,0.15,default
L11464,U5759,3022,0.1,default
L11465,U5760,4354,0.12,paid
L11466,U5760,2059,0.1,paid
L11467,U5760,4243,0.12,paid
L11468,U5761,2895,0.12,paid
L11469,U5761,2887,0.12,paid
L11470,U5762,1623,0.15,paid
L11471,U5762,3077,0.15,paid
L11472,U5762,4324,0.15,paid
L11473,U5763,7934,0.15,paid
L11474,U5763,2578,0.15,paid
L11475,U5764,7630,0.15,paid
L11476,U5765,7607,0.1,paid
L11477,U5766,6939,0.1,paid
L11478,U5766,6341,0.1,default
L11479,U5766,9508,0.12,paid
L11480,U5767,8662,0.12,paid
L11481,U5767,1916,0.1,paid
L11482,U5767,2802,0.15,paid
L11483,U5768,1886,0.15,default
L11484,U5768,1887,0.12,default
L11485,U5769,9703,0.15,default
L11486,U5770,6621,0.15,default
L11487,U5770,3558,0.12,default
L11488,U5771,1043,0.12,paid
L11489,U5771,3239,0.12,paid
L11490,U5772,3047,0.15,paid
L11491,U5773,2533,0.12,paid
L11492,U5773,8276,0.15,paid
L11493,U5773,2999,0.12,paid
L11494,U5774,5691,0.1,paid
L11495,U5774,9608,0.12,paid
L11496,U5775,9660,0.12,paid
L11497,U5775,3529,0.15,paid
L11498,U5776,3299,0.15,default
L11499,U5776,7003,0.12,paid
L11500,U5777,8268,0.1,default
L11501,U5777,1096,0.15,paid
L11502,U5778,5689,0.1,paid
L11503,U5778,3376,0.1,paid
L11504,U5779,4740,0.1,paid
L11505,U5780,8418,0.12,paid
L11506,U5780,4645,0.15,paid
L11507,U5781,3865,0.1,paid
L11508,U5781,6256,0.1,paid
L11509,U5782,3259,0.15,paid
L11510,U5782,8996,0.1,paid
L11511,U5782,8590,0.15,default
L11512,U5783,2944,0.15,paid
L11513,U5783,2307,0.15,paid
L11514,U5783,5287,0.15,paid
L11515,U5784,8963,0.15,paid
L11516,U5785,3560,0.15,default
L11517,U5785,9992,0.1,paid
L11518,U5786,3890,0.12,paid
L11519,U5787,8675,0.15,default
L11520,U5787,9318,0.1,paid
L11521,U5787,6895,0.12,paid
L11522,U5788,6020,0.12,paid
L11523,U5788,5050,0.1,default
L11524,U5789,4857,0.15,paid
L11525,U5789,2253,0.15,paid
L11526,U5790,9471,0.15,paid
L11527,U5790,4885,0.15,paid
L11528,U5790,7477,0.15,paid
L11529,U5791,2356,0.12,paid
L11530,U5792,3767,0.12,paid
L11531,U5792,4046,0.15,paid
L11532,U5793,5038,0.12,default
L11533,U5794,6428,0.15,paid
L11534,U5795,7913,0.15,paid
L11535,U5795,4523,0.1,paid
L11536,U5796,3439,0.15,default
L11537,U5796,1942,0.12,default
L11538,U5797,3015,0.1,paid
L11539,U5798,6906,0.15,paid
L11540,U5798,5989,0.15,paid
L11541,U5798,2645,0.15,default
L11542,U5799,5954,0.12,paid
L11543,U5799,5368,0.15,default
L11544,U5799,5663,0.15,paid
L11545,U5800,3391,0.15,paid
L11546,U5800,3950,0.12,paid
L11547,U5801,3055,0.1,paid
L11548,U5802,7337,0.15,paid
L11549,U5803,5706,0.12,paid
L11550,U5803,5704,0.1,paid
L11551,U5803,6046,0.15,paid
L11552,U5804,6486,0.1,paid
L11553,U5804,6339,0.1,paid
L11554,U5804,2622,0.12,paid
L11555,U5805,1871,0.15,default
L11556,U5805,2687,0.15,paid
L11557,U5805,1088,0.12,paid
L11558,U5806,7256,0.1,paid
L11559,U5806,1723,0.12,default
L11560,U5806,1806,0.15,paid
L11561,U5807,7077,0.1,paid
L11562,U5807,7943,0.1,paid
L11563,U5808,9991,0.1,default
L11564,U5808,2913,0.12,paid
L11565,U5809,6717,0.15,paid
L11566,U5809,2489,0.12,paid
L11567,U5810,6037,0.15,paid
L11568,U5810,9361,0.1,paid
L11569,U5810,8926,0.15,paid
L11570,U5811,8870,0.15,paid
L11571,U5811,7044,0.15,paid
L11572,U5811,7127,0.15,paid
L11573,U5812,4186,0.1,paid
L11574,U5812,4321,0.12,paid
L11575,U5813,2265,0.12,paid
L11576,U5813,5677,0.15,default
L11577,U5814,3784,0.12,default
L11578,U5814,9222,0.1,paid
L11579,U5814,3113,0.15,paid
L11580,U5815,2522,0.15,paid
L11581,U5816,6547,0.15,default
L11582,U5816,3199,0.1,paid
L11583,U5816,6917,0.15,paid
L11584,U5817,1613,0.12,paid
L11585,U5818,3754,0.15,default
L11586,U5819,8020,0.12,paid
L11587,U5820,6911,0.12,paid
L11588,U5820,7160,0.15,default
L11589,U5820,1165,0.12,paid
L11590,U5821,4600,0.1,paid
L11591,U5822,1968,0.15,paid
L11592,U5822,3509,0.15,default
L11593,U5822,6909,0.15,paid
L11594,U5823,1414,0.1,default
L11595,U5823,4271,0.1,default
L11596,U5823,9630,0.15,default
L11597,U5824,1605,0.15,paid
L11598,U5824,9653,0.1,paid
L11599,U5825,9515,0.1,paid
L11600,U5825,7236,0.15,paid
L11601,U5825,1134,0.12,paid
L11602,U5826,9970,0.1,paid
L11603,U5826,6479,0.12,paid
L11604,U5827,1089,0.15,paid
L11605,U5827,9117,0.1,paid
L11606,U5827,7122,0.1,paid
L11607,U5828,6777,0.12,paid
L11608,U5829,4951,0.12,paid
L11609,U5829,7547,0.12,paid
L11610,U5829,7788,0.12,paid
L11611,U5830,3595,0.12,paid
L11612,U5831,1772,0.12,paid
L11613,U5832,2474,0.12,default
L11614,U5832,3516,0.12,paid
L11615,U5832,6905,0.1,paid
L11616,U5833,5302,0.1,paid
L11617,U5833,1321,0.12,paid
L11618,U5834,4436,0.12,paid
L11619,U5835,8637,0.12,paid
L11620,U5836,8920,0.15,paid
L11621,U5836,8075,0.1,default
L11622,U5836,7123,0.1,default
L11623,U5837,9699,0.1,paid
L11624,U5838,6434,0.15,default
L11625,U5838,5128,0.12,paid
L11626,U5838,9037,0.1,paid
L11627,U5839,2818,0.12,paid
L11628,U5840,3956,0.1,paid
L11629,U5840,4061,0.12,paid
L11630,U5841,2667,0.12,paid
L11631,U5841,4975,0.1,paid
L11632,U5841,7155,0.15,paid
L11633,U5842,7929,0.15,paid
L11634,U5843,2653,0.1,paid
L11635,U5844,3138,0.1,paid
L11636,U5845,8962,0.15,paid
L11637,U5845,2949,0.12,default
L11638,U5845,7846,0.15,default
L11639,U5846,3690,0.1,paid
L11640,U5846,3510,0.12,paid
L11641,U5847,8088,0.15,paid
L11642,U5847,7821,0.15,paid
L11643,U5847,9300,0.1,paid
L11644,U5848,7065,0.12,paid
L11645,U5848,2012,0.12,paid
L11646,U5848,6587,0.12,paid
L11647,U5849,8167,0.15,default
L11648,U5849,9494,0.12,paid
L11649,U5850,8604,0.15,paid
L11650,U5851,8110,0.15,paid
L11651,U5852,9239,0.1,paid
L11652,U5852,8123,0.1,paid
L11653,U5853,7386,0.15,paid
L11654,U5853,5591,0.1,default
L11655,U5853,5819,0.15,paid
L11656,U5854,2509,0.15,paid
L11657,U5854,7814,0.1,paid
L11658,U5855,7043,0.1,paid
L11659,U5856,1262,0.12,paid
L11660,U5857,7386,0.15,paid
L11661,U5858,4310,0.12,paid
L11662,U5858,1717,0.15,paid
L11663,U5859,8885,0.15,paid
L11664,U5859,6489,0.15,default
L11665,U5860,5060,0.15,paid
L11666,U5861,1111,0.1,paid
L11667,U5861,9960,0.12,paid
L11668,U5862,5411,0.12,paid
L11669,U5862,3693,0.12,paid
L11670,U5862,2954,0.12,paid
L11671,U5863,9754,0.12,paid
L11672,U5863,6900,0.12,paid
L11673,U5864,6550,0.12,default
L11674,U5865,1791,0.1,default
L11675,U5865,4828,0.12,paid
L11676,U5865,8854,0.1,paid
L11677,U5866,1869,0.12,default
L11678,U5866,3233,0.12,default
L11679,U5866,1100,0.12,default
L11680,U5867,7059,0.1,paid
L11681,U5867,7947,0.1,paid
L11682,U5867,6881,0.12,paid
L11683,U5868,4497,0.12,paid
L11684,U5868,8865,0.1,default
L11685,U5868,8193,0.15,paid
L11686,U5869,1366,0.15,default
L11687,U5869,7271,0.12,paid
L11688,U5869,4003,0.1,paid
L11689,U5870,9718,0.1,default
L11690,U5870,7068,0.1,paid
L11691,U5871,3150,0.1,paid
L11692,U5871,9487,0.12,paid
L11693,U5872,6688,0.1,paid
L11694,U5873,7483,0.15,default
L11695,U5873,2195,0.1,default
L11696,U5873,1899,0.15,paid
L11697,U5874,2197,0.1,paid
L11698,U5875,3847,0.1,paid
L11699,U5875,3704,0.1,paid
L11700,U5876,7481,0.15,paid
L11701,U5876,3308,0.1,paid
L11702,U5876,8288,0.15,paid
L11703,U5877,4413,0.1,paid
L11704,U5878,5726,0.1,default
L11705,U5879,8986,0.15,paid
L11706,U5879,2919,0.1,paid
L11707,U5879,9869,0.12,paid
L11708,U5880,3656,0.15,paid
L11709,U5881,8993,0.12,paid
L11710,U5881,6859,0.1,paid
L11711,U5881,8364,0.12,paid
L11712,U5882,1572,0.12,paid
L11713,U5882,7613,0.12,paid
L11714,U5882,8870,0.1,paid
L11715,U5883,8894,0.15,default
L11716,U5884,9318,0.15,paid
L11717,U5885,3783,0.15,paid
L11718,U5885,1251,0.15,default
L11719,U5885,1562,0.12,default
L11720,U5886,1489,0.15,paid
L11721,U5886,4935,0.12,paid
L11722,U5887,3886,0.1,paid
L11723,U5887,1801,0.1,paid
L11724,U5888,4052,0.12,paid
L11725,U5889,6777,0.15,paid
L11726,U5889,3616,0.15,default
L11727,U5890,4821,0.12,paid
L11728,U5890,1258,0.15,paid
L11729,U5890,8031,0.12,paid
L11730,U5891,8827,0.1,paid
L11731,U5891,5386,0.12,paid
L11732,U5891,3045,0.1,default
L11733,U5892,7580,0.15,paid
L11734,U5892,4528,0.12,paid
L11735,U5892,2783,0.1,default
L11736,U5893,7599,0.15,paid
L11737,U5893,6297,0.15,paid
L11738,U5894,3382,0.15,paid
L11739,U5895,8844,0.12,paid
L11740,U5895,9884,0.1,paid
L11741,U5896,6738,0.15,paid
L11742,U5897,5290,0.15,paid
L11743,U5897,4177,0.15,default
L11744,U5897,6829,0.15,default
L11745,U5898,7016,0.1,default
L11746,U5898,1314,0.12,default
L11747,U5898,4450,0.15,default
L11748,U5899,6755,0.1,paid
L11749,U5899,4861,0.12,paid
L11750,U5900,7173,0.15,paid
L11751,U5900,7246,0.1,paid
L11752,U5901,5485,0.1,paid
L11753,U5902,1279,0.1,paid
L11754,U5902,1528,0.1,paid
L11755,U5903,6842,0.15,paid
L11756,U5903,2111,0.15,paid
L11757,U5903,1337,0.15,paid
L11758,U5904,9437,0.1,paid
L11759,U5905,3763,0.1,default
